"DemoCount","DeveloperCount","DLCCount","Metacritic","MovieCount","PackageCount","PublisherCount","ScreenshotCount","SteamSpyOwners","SteamSpyPlayersEstimate","AchievementCount","AchievementHighlightedCount","ControllerSupport","IsFree","FreeVerAvail","PurchaseAvail","SubscriptionAvail","PlatformWindows","PlatformLinux","PlatformMac","PCReqsHaveMin","PCReqsHaveRec","LinuxReqsHaveMin","LinuxReqsHaveRec","MacReqsHaveMin","MacReqsHaveRec","CategorySinglePlayer","CategoryMultiplayer","CategoryCoop","CategoryMMO","CategoryInAppPurchase","CategoryIncludeSrcSDK","CategoryIncludeLevelEditor","CategoryVRSupport","GenreIsIndie","GenreIsAction","GenreIsAdventure","GenreIsCasual","GenreIsStrategy","GenreIsRPG","GenreIsSimulation","GenreIsEarlyAccess","GenreIsFreeToPlay","GenreIsSports","GenreIsRacing","GenreIsMassivelyMultiplayer","PriceInitial","PriceFinal","SupportEmail","SupportURL","AboutText","Background","ShortDescrip","DetailedDescrip","DRMNotice","ExtUserAcctNotice","LegalNotice","SupportedLanguages","Website","PCMinReqsText","PCRecReqsText","LinuxMinReqsText","LinuxRecReqsText","MacMinReqsText","MacRecReqsText","Recommendations","Disapproval","Reviews","Day","Month","Year","AgeRating","NoCategory"
0,1,0,77,3,1,1,13,287139,202665,50,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,19.99,19.99,1,0,0,0,0,0,1,1,0,13,0,0,0,1,1,1,1,2989,2153,5142,24,1,2013,4,0
0,1,0,68,1,3,1,7,93979,47886,59,10,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,7.99,7.99,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,155,70,225,8,4,2013,4,0
0,0,0,0,0,1,1,9,51832,43044,30,10,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.99,14.99,1,0,0,0,1,0,1,1,0,9,0,0,1,1,1,1,1,430,361,791,28,8,2013,4,0
1,1,0,81,1,5,1,13,170920,134692,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19.99,19.99,1,0,0,0,1,0,1,1,0,21,0,0,1,1,1,1,1,1441,330,1771,27,2,2013,4,0
0,2,7,69,2,3,1,6,100794,88599,39,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,39.99,39.99,0,0,0,0,0,0,1,1,0,6,0,0,0,1,1,1,1,1097,565,1662,31,3,2016,4,0
0,0,0,0,1,0,1,9,12016,10940,16,10,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,6,0,0,0,1,1,0,0,441,256,697,21,11,2013,4,0
0,1,0,72,2,2,1,14,201589,102229,27,10,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9.99,9.99,0,0,0,0,1,0,1,1,0,15,0,0,1,0,1,0,1,681,74,755,29,7,2013,4,0
1,1,0,0,2,2,1,8,130387,102947,24,10,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,14.99,14.99,1,0,0,0,1,0,1,1,0,9,0,0,0,1,1,1,1,1345,279,1624,18,6,2013,4,0
0,1,0,73,1,1,1,6,107072,73533,17,10,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2.99,2.99,0,0,0,0,1,0,1,1,1,5,0,0,0,0,0,0,0,328,194,522,28,3,2013,4,0
0,1,0,0,1,1,1,7,533,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,19.99,19.99,0,0,0,0,0,0,1,1,1,5,0,0,1,0,1,0,1,20,17,37,29,7,2016,4,0
0,1,1,59,1,2,1,14,83577,60800,30,10,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,16.99,16.99,1,0,0,0,0,0,1,1,0,8,0,0,1,1,1,1,1,546,427,973,31,7,2015,4,0
0,1,0,62,2,2,1,16,25647,10940,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.99,9.99,0,0,0,0,1,0,1,1,1,14,0,0,0,1,1,0,0,128,153,281,6,2,2013,4,0
0,1,0,0,1,2,1,5,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14.99,14.99,1,1,0,0,1,0,1,0,0,14,0,0,1,1,1,1,1,3,1,4,2,5,2013,4,0
0,1,1,60,2,1,1,18,135050,54881,20,10,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12.99,12.99,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,296,175,471,23,9,2015,4,0
1,1,0,76,1,3,1,11,71022,65283,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,19.99,19.99,1,0,0,0,1,0,1,1,0,21,0,0,1,1,1,1,1,716,125,841,10,4,2013,4,0
0,1,0,0,2,2,1,5,25109,19549,20,10,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,14.99,14.99,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0,0,0,104,26,130,24,6,2013,4,0
0,1,0,66,1,1,1,15,41968,15783,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,19.99,19.99,0,0,0,0,1,0,1,1,0,2,0,0,0,1,1,1,1,71,34,105,28,2,2013,4,0
0,1,0,0,1,1,1,14,398873,357085,22,10,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.99,2.99,0,0,0,0,1,0,1,1,1,5,0,0,0,1,1,0,0,5506,727,6233,18,3,2013,4,0
1,1,0,81,2,1,1,21,52370,43582,109,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,29.99,29.99,0,0,0,0,0,0,1,1,0,2,0,0,0,1,1,1,1,2802,613,3415,14,10,2015,4,0
0,1,0,74,1,1,1,12,160159,58827,6,6,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.99,9.99,0,0,0,0,1,0,1,1,1,5,0,0,1,1,1,0,1,254,98,352,18,3,2013,4,0
0,2,5,65,3,3,2,19,177556,169127,74,10,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,29.99,29.99,1,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,6357,1023,7380,2,4,2015,4,0
0,1,0,87,2,2,1,5,1206305,856036,63,10,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,11,0,0,0,1,1,0,0,10711,967,11678,30,6,2014,4,0
0,1,0,0,2,1,1,9,19190,18114,26,10,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.99,14.99,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2719,174,2893,25,8,2016,4,0
0,1,0,0,3,1,1,22,215220,210198,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,24.99,24.99,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,21196,827,22023,24,8,2015,4,0
0,1,0,53,1,1,1,10,71740,22060,41,10,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,133,236,369,25,11,2014,4,0
0,1,0,0,1,1,1,6,14169,11478,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.99,39.99,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,248,32,280,19,4,2013,4,0
0,1,4,68,2,0,1,8,14497544,8970528,132,10,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20,0,0,1,1,1,1,1,481905,75093,556998,25,3,2013,4,0
0,1,3,52,1,2,1,10,41609,35691,32,10,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,14.99,14.99,1,0,0,0,1,0,1,1,0,11,0,0,1,1,1,1,1,170,162,332,5,4,2013,4,0
0,1,1,80,2,1,1,7,246785,149936,64,10,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,14.99,14.99,0,0,0,0,1,0,1,1,0,4,0,0,1,0,1,0,0,1852,450,2302,15,4,2013,4,0
0,1,0,0,1,1,1,11,11478,2511,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.99,4.99,0,1,0,0,1,0,1,1,1,5,0,0,0,0,0,1,1,8,16,24,1,2,2013,4,0
1,1,1,75,2,4,1,18,283731,104202,17,10,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,159.99,19.19,0,0,0,0,1,0,1,1,0,13,0,0,0,1,1,0,0,2640,311,2951,28,5,2013,4,0
0,1,0,51,2,1,1,10,87881,63310,16,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9.99,9.99,0,0,0,0,1,0,1,1,0,11,0,0,0,1,1,1,1,788,775,1563,29,4,2014,3,0
0,0,1,0,1,3,1,12,46093,38919,30,10,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,14.99,4.94,0,1,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,715,71,786,19,9,2014,4,0
0,1,0,83,1,0,1,5,295927,90392,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,302,202,504,16,4,2013,4,0
0,1,0,63,1,1,1,17,21163,10940,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9.99,9.99,0,0,0,0,1,0,1,1,0,5,0,0,0,1,1,1,1,69,31,100,27,6,2013,4,0
1,1,0,75,2,3,1,10,412683,162491,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9.99,9.99,0,0,0,0,1,0,1,1,0,8,0,0,1,0,1,0,1,879,281,1160,6,8,2013,4,0
0,1,5,0,4,0,1,9,1230697,405330,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,8,0,0,0,1,1,1,1,1824,1291,3115,1,5,2013,4,0
0,1,0,0,2,1,1,18,500027,274943,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.99,19.99,0,0,0,0,1,0,1,1,0,6,0,0,1,1,1,1,1,909,671,1580,6,2,2013,4,0
0,1,0,87,2,1,1,10,694621,355650,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,14.99,14.99,0,0,0,0,0,0,1,1,1,5,0,0,1,0,1,0,1,6749,400,7149,30,5,2013,4,0
0,1,0,81,2,1,1,6,203741,109045,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,24.99,24.99,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,2912,687,3599,22,2,2013,4,0
0,1,0,73,0,1,1,24,108865,52908,10,10,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.99,9.99,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,321,228,549,4,9,2013,4,0
0,1,0,53,5,0,1,20,126262,71919,50,10,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,9,0,0,0,1,1,1,1,1797,637,2434,15,11,2013,4,0
0,3,3,80,4,6,3,17,2058933,1726957,452,10,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29.99,7.49,1,0,0,0,0,0,1,1,0,12,0,0,0,0,0,0,0,81868,21991,103859,25,6,2013,4,0
0,1,0,0,1,1,1,6,100256,41609,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.99,4.99,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,125,249,374,16,10,2013,4,0
0,1,1,0,1,5,1,12,413401,284269,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9.99,9.99,0,0,0,0,1,0,1,1,0,7,0,0,1,0,1,0,1,2627,523,3150,18,6,2013,4,0
0,1,0,0,1,1,1,5,72099,41071,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.99,19.99,0,0,0,0,1,0,1,1,1,11,0,0,0,0,1,0,1,390,89,479,27,6,2013,4,0
0,1,0,68,0,0,1,14,28158,20087,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,9,0,0,1,1,1,1,1,238,137,375,23,10,2015,4,0
0,1,0,0,0,2,1,14,600462,287677,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8.99,8.99,0,0,0,0,1,0,1,1,1,7,0,0,0,1,1,0,0,5666,1168,6834,8,3,2013,4,0
0,1,1,74,4,1,1,10,184730,141327,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,19.99,19.99,0,0,0,0,1,0,1,1,1,7,0,0,0,0,0,0,0,1812,838,2650,19,4,2013,4,0
0,1,0,0,13,4,1,66,1046325,1010456,164,10,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29.99,29.99,1,0,0,0,0,0,1,1,0,21,0,0,0,1,1,1,1,102757,14342,117099,21,4,2015,4,0
0,1,1,86,2,2,1,10,689958,439048,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,19.99,19.99,0,0,0,0,1,0,1,1,1,5,0,0,1,0,1,0,1,13297,4003,17300,15,8,2013,4,0
0,1,3,0,1,0,1,6,309557,140072,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,1,1,1,1,780,416,1196,25,7,2016,4,0
0,1,0,59,1,1,1,5,257187,161056,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,49.99,49.99,1,0,0,0,1,0,1,1,0,11,0,0,0,1,1,1,1,1984,677,2661,26,4,2013,4,0
0,1,0,56,0,1,1,17,342558,192442,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.99,1.99,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,7099,827,7926,21,3,2013,5,0
0,1,1,73,2,2,1,10,547196,321036,45,10,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,24.99,24.99,0,0,0,0,0,0,1,1,0,10,0,0,0,0,0,0,0,6465,1268,7733,28,1,2014,4,0
0,1,0,0,1,0,1,6,310633,285883,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11,0,0,0,1,1,0,0,1819,5391,7210,23,9,2013,4,0
0,1,6,65,3,0,1,12,453396,338433,81,10,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,0,0,0,1,1,1,1,10909,4413,15322,22,9,2014,4,0
1,1,0,0,2,5,1,7,332514,279785,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9.99,9.99,1,0,0,0,1,0,1,1,0,21,0,0,1,1,1,1,1,5701,713,6414,20,6,2013,4,0
0,1,0,0,1,1,1,13,151192,93800,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,19.99,19.99,0,0,0,0,1,0,1,1,0,8,0,0,0,1,1,0,1,360,401,761,28,3,2013,4,0
0,1,0,69,1,1,1,6,123572,44837,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,9.99,9.99,0,0,0,0,1,0,1,1,0,11,0,0,1,1,1,1,1,618,97,715,15,5,2013,3,0
0,1,0,63,1,1,1,11,26902,17756,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,14.99,14.99,0,1,0,0,1,0,1,1,0,9,0,0,1,1,1,0,0,69,107,176,24,10,2013,4,0
1,1,1,73,3,4,1,5,916118,686192,92,10,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,39.99,39.99,0,1,0,0,1,0,1,1,0,16,0,0,0,0,0,0,0,23273,1937,25210,26,9,2013,5,0
0,1,0,80,1,1,1,5,367667,242660,12,10,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,9.99,9.99,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,3914,380,4294,18,3,2014,4,0
1,1,0,66,2,2,1,10,147605,83398,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0,0,0,0,1,0,1,1,0,10,0,0,1,1,1,1,1,972,185,1157,5,11,2013,4,0
0,1,0,43,2,3,1,6,27082,16321,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,17.99,17.99,0,1,0,0,1,0,1,1,0,11,0,0,0,0,0,0,0,96,214,310,2,10,2013,4,0
0,1,0,76,1,1,1,10,132898,88778,11,10,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0,1,0,0,1,0,1,1,1,9,0,0,1,0,1,0,1,1249,451,1700,24,4,2013,4,0
0,1,2,62,2,2,1,12,1210789,935487,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29.99,29.99,0,0,0,0,0,0,1,1,1,10,0,0,0,0,0,0,0,8780,6153,14933,5,9,2014,4,0
0,1,0,81,2,2,1,7,1225854,849220,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14.99,14.99,1,0,0,0,1,0,1,0,0,12,0,0,0,1,1,1,1,13859,1842,15701,1,5,2013,5,0
0,1,0,59,7,1,1,6,739100,371612,48,10,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,29.99,29.99,1,0,0,0,0,0,1,1,0,11,0,0,0,1,1,1,1,13391,2282,15673,3,6,2014,4,0
0,1,0,82,1,1,1,12,58647,11837,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,9.99,9.99,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,148,36,184,30,10,2013,4,0
0,1,0,0,1,1,1,11,58289,31027,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,5.99,5.99,0,1,0,0,1,0,1,1,0,9,0,0,1,1,1,1,1,779,104,883,24,2,2014,4,0
0,1,0,74,4,3,1,20,86447,41071,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.99,24.99,0,1,0,0,1,0,1,1,0,7,0,0,1,0,1,0,1,602,195,797,23,7,2013,4,0
0,1,0,0,0,1,1,7,23495,12375,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.99,1.99,1,0,0,0,1,0,1,1,1,5,0,0,1,1,1,0,1,163,19,182,7,3,2013,4,0
0,1,0,83,1,2,1,16,2120809,1924242,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,29.99,29.99,0,0,0,0,0,0,1,1,0,17,0,0,1,0,1,0,1,60715,6930,67645,6,10,2015,4,0
0,1,0,61,1,1,1,12,431874,345786,29,10,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,9.99,9.99,0,1,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,4770,995,5765,4,4,2013,4,0
0,1,0,0,1,0,1,7,42865,24750,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,0,0,0,1,1,1,1,106,59,165,22,2,2003,4,0
0,1,0,0,1,1,1,7,42865,24930,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0,0,0,0,1,0,1,1,1,5,0,0,0,1,1,1,1,52,141,193,28,5,2015,4,0
0,2,0,0,1,1,1,9,150116,59903,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.99,9.99,1,1,0,0,1,0,1,1,1,5,0,0,1,0,1,0,1,1496,318,1814,4,4,2013,4,0
0,1,0,0,4,1,1,11,109045,102767,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,19.99,19.99,0,1,0,0,0,0,1,1,1,5,0,0,0,0,0,0,0,6344,492,6836,9,12,2014,4,0
1,1,5,68,0,2,1,16,220600,162670,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,12.99,12.99,0,0,0,0,1,0,1,1,0,5,0,0,0,0,1,0,1,1251,228,1479,10,5,2012,4,0
0,1,1,71,2,3,1,22,1731620,1486808,123,10,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,9.99,2.49,0,0,0,0,0,0,1,1,0,17,0,0,0,1,0,0,0,13261,2844,16105,19,4,2013,4,0
0,1,2,0,2,0,1,8,420754,307405,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,5,0,0,0,0,1,0,1,2604,352,2956,19,3,2013,4,0
0,1,0,73,2,2,1,11,419140,307943,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,24.99,24.99,0,0,0,0,0,0,1,1,1,11,0,0,1,0,1,0,0,2387,649,3036,15,8,2013,4,0
0,1,1,0,3,1,1,12,130746,122137,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,19.99,19.99,1,0,0,0,0,0,1,1,0,5,0,0,0,1,1,1,1,73178,3658,76836,6,12,2018,4,0
0,1,0,68,2,1,1,9,427928,331617,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,12.99,12.99,0,0,0,0,1,0,1,1,1,22,0,0,0,1,1,1,1,7115,642,7757,25,7,2014,3,0
0,1,0,0,1,2,1,20,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12,0,0,0,0,0,0,0,6385,2214,8599,28,1,2015,4,0
