"","(Intercept)","DemoCount","DeveloperCount","DLCCount","Metacritic","MovieCount","PackageCount","PublisherCount","ScreenshotCount","AchievementCount","AchievementHighlightedCount","ControllerSupport","IsFree","FreeVerAvail","PurchaseAvail","SubscriptionAvail","PlatformLinux","PlatformMac","PCReqsHaveMin","PCReqsHaveRec","LinuxReqsHaveMin","LinuxReqsHaveRec","MacReqsHaveMin","MacReqsHaveRec","CategorySinglePlayer","CategoryMultiplayer","CategoryCoop","CategoryMMO","CategoryInAppPurchase","CategoryIncludeSrcSDK","CategoryIncludeLevelEditor","CategoryVRSupport","GenreIsIndie","GenreIsAction","GenreIsAdventure","GenreIsCasual","GenreIsStrategy","GenreIsRPG","GenreIsSimulation","GenreIsEarlyAccess","GenreIsFreeToPlay","GenreIsSports","GenreIsRacing","GenreIsMassivelyMultiplayer","PriceInitial","PriceFinal","SupportEmail","SupportURL","AboutText","Background","ShortDescrip","DetailedDescrip","DRMNotice","ExtUserAcctNotice","LegalNotice","SupportedLanguages","Recommendations","Disapproval","Day","Month","Year","AgeRating","NoCategory"
"Estimate",257.471725268224,-0.0797475204645748,0.0646816256253185,0.00337060593412213,0.00693266882192606,0.0434319894153019,0.155293894591776,0.0556118716792934,0.00279927884782749,0.000547639488298999,0.0163604662721037,-0.0309779724222193,0.438483803253096,0.321698553619241,-0.141978221292532,-0.492334221110728,0.120838704998705,0.19808517448452,-0.280137771409228,0.0959568085017202,-0.000291732782969584,-0.170558574426477,-0.107801665760603,0.0108895191813026,-0.122938810494856,0.0336221637887775,0.0827200342645164,-0.191344065412694,-0.071069651346134,0.179496954497198,0.0940916847186864,0.079073779436142,0.0649401256603139,0.118967314938322,0.03387265654326,-0.0483789547568114,0.0166637657182012,0.143664164358059,0.131974489030819,-0.121552856358672,0.630237280453124,-0.128221971989417,0.00875023055496668,0.241551279993391,0.00388684810326721,0.00151250613772208,0.0144749321268158,-0.0618073317445398,0.517395148986187,-0.237600631285284,0.0778042970298019,-0.646051018973846,-0.0114228352376022,-0.193245797411779,-0.0477398028777526,0.0262071756710768,1.22728270024467e-07,3.3274611248831e-06,-0.0012295101615388,-0.0192929911839568,-0.12586664509766,-0.0200550869216473,-0.191990950475467
"Std. Error",11.9940998178995,0.0289013868436462,0.0213823983982123,0.000865990605478874,0.000334191021304257,0.00754168848113039,0.0139296650147123,0.0313048853052241,0.00145056076208144,0.000228635597895037,0.00210253000249964,0.0218251004743638,0.064124094435662,0.177756556279258,0.0479199597945596,0.262465427590166,0.0501409847835997,0.0497362164760727,0.1818377726409,0.0204642295560608,0.0514908646576658,0.0451783883223173,0.0508019261948723,0.0391666551699666,0.045698278667283,0.0235362219009244,0.0308818559203568,0.0964114978607178,0.0726130202235477,0.181743136736047,0.0384443504781328,0.0600325695221023,0.0211099421871691,0.0186892208103225,0.0185915884339686,0.0197088186408854,0.0213290817448886,0.022910077602342,0.0232628032569513,0.0303489231759746,0.0662440930889084,0.0448670082851286,0.0449262250914824,0.0904589751329142,0.00183920890380148,0.00213177488444084,0.0238354706735218,0.0181941270442957,0.366305165071889,0.362591960846603,0.0305768572910904,0.402906840287891,0.0975998057578473,0.075682984496581,0.0181098417130258,0.00200030529793531,3.15537458916548e-07,2.20815217670731e-06,0.00093231979291984,0.00262014024218465,0.00594573019087639,0.0508661364488004,0.140841306406507
